1e+14 2.19343864435e-09
1.0202020202e+14 2.22151304664e-09
1.0404040404e+14 2.24792238822e-09
1.06060606061e+14 2.27266964817e-09
1.08080808081e+14 2.29576068463e-09
1.10101010101e+14 2.31720407569e-09
1.12121212121e+14 2.33701096366e-09
1.14141414141e+14 2.35519490282e-09
1.16161616162e+14 2.37177171068e-09
1.18181818182e+14 2.38675932303e-09
1.20202020202e+14 2.40017765268e-09
1.22222222222e+14 2.41204845197e-09
1.24242424242e+14 2.42239517932e-09
1.26262626263e+14 2.43124286952e-09
1.28282828283e+14 2.43861800816e-09
1.30303030303e+14 2.44454840995e-09
1.32323232323e+14 2.44906310112e-09
1.34343434343e+14 2.45219220583e-09
1.36363636364e+14 2.45396683662e-09
1.38383838384e+14 2.4544189889e-09
1.40404040404e+14 2.45358143945e-09
1.42424242424e+14 2.45148764894e-09
1.44444444444e+14 2.44817166837e-09
1.46464646465e+14 2.44366804952e-09
1.48484848485e+14 2.43801175925e-09
1.50505050505e+14 2.43123809763e-09
1.52525252525e+14 2.42338261995e-09
1.54545454545e+14 2.41448106241e-09
1.56565656566e+14 2.40456927148e-09
1.58585858586e+14 2.39368313694e-09
1.60606060606e+14 2.38185852842e-09
1.62626262626e+14 2.3691312354e-09
1.64646464646e+14 2.35553691069e-09
1.66666666667e+14 2.34111101711e-09
1.68686868687e+14 2.32588877752e-09
1.70707070707e+14 2.3099051279e-09
1.72727272727e+14 2.29319467361e-09
1.74747474747e+14 2.27579164849e-09
1.76767676768e+14 2.25772987702e-09
1.78787878788e+14 2.23904273909e-09
1.80808080808e+14 2.21976313768e-09
1.82828282828e+14 2.19992346897e-09
1.84848484848e+14 2.17955559513e-09
1.86868686869e+14 2.15869081944e-09
1.88888888889e+14 2.13735986383e-09
1.90909090909e+14 2.11559284865e-09
1.92929292929e+14 2.09341927454e-09
1.94949494949e+14 2.07086800652e-09
1.9696969697e+14 2.04796725989e-09
1.9898989899e+14 2.0247445882e-09
2.0101010101e+14 2.0012268729e-09
2.0303030303e+14 1.97744031479e-09
2.05050505051e+14 1.95341042708e-09
2.07070707071e+14 1.92916203006e-09
2.09090909091e+14 1.90471924716e-09
2.11111111111e+14 1.88010550255e-09
2.13131313131e+14 1.85534351992e-09
2.15151515152e+14 1.8304553226e-09
2.17171717172e+14 1.80546223488e-09
2.19191919192e+14 1.78038488434e-09
2.21212121212e+14 1.75524320532e-09
2.23232323232e+14 1.73005644329e-09
2.25252525253e+14 1.70484316017e-09
2.27272727273e+14 1.67962124051e-09
2.29292929293e+14 1.65440789838e-09
2.31313131313e+14 1.62921968503e-09
2.33333333333e+14 1.60407249728e-09
2.35353535354e+14 1.5789815864e-09
2.37373737374e+14 1.55396156766e-09
2.39393939394e+14 1.52902643032e-09
2.41414141414e+14 1.50418954816e-09
2.43434343434e+14 1.47946369034e-09
2.45454545455e+14 1.45486103269e-09
2.47474747475e+14 1.43039316933e-09
2.49494949495e+14 1.40607112458e-09
2.51515151515e+14 1.38190536509e-09
2.53535353535e+14 1.35790581227e-09
2.55555555556e+14 1.33408185475e-09
2.57575757576e+14 1.31044236121e-09
2.59595959596e+14 1.28699569312e-09
2.61616161616e+14 1.26374971767e-09
2.63636363636e+14 1.24071182081e-09
2.65656565657e+14 1.21788892018e-09
2.67676767677e+14 1.19528747821e-09
2.69696969697e+14 1.1729135151e-09
2.71717171717e+14 1.15077262182e-09
2.73737373737e+14 1.12886997303e-09
2.75757575758e+14 1.10721033995e-09
2.77777777778e+14 1.08579810313e-09
2.79797979798e+14 1.06463726511e-09
2.81818181818e+14 1.04373146296e-09
2.83838383838e+14 1.02308398071e-09
2.85858585859e+14 1.00269776158e-09
2.87878787879e+14 9.82575420127e-10
2.89898989899e+14 9.62719254135e-10
2.91919191919e+14 9.43131256401e-10
2.93939393939e+14 9.23813126287e-10
2.9595959596e+14 9.04766281096e-10
2.9797979798e+14 8.85991867239e-10
3e+14 8.67490771192e-10
