1e+14 1.76815849741e-09
1.0202020202e+14 1.7852142e-09
1.0404040404e+14 1.80078113772e-09
1.06060606061e+14 1.81487455954e-09
1.08080808081e+14 1.82751206269e-09
1.10101010101e+14 1.83871342318e-09
1.12121212121e+14 1.8485004313e-09
1.14141414141e+14 1.8568967322e-09
1.16161616162e+14 1.86392767155e-09
1.18181818182e+14 1.86962014649e-09
1.20202020202e+14 1.8740024617e-09
1.22222222222e+14 1.87710419085e-09
1.24242424242e+14 1.87895604318e-09
1.26262626263e+14 1.87958973551e-09
1.28282828283e+14 1.87903786935e-09
1.30303030303e+14 1.87733381335e-09
1.32323232323e+14 1.87451159091e-09
1.34343434343e+14 1.87060577288e-09
1.36363636364e+14 1.86565137546e-09
1.38383838384e+14 1.85968376304e-09
1.40404040404e+14 1.852738556e-09
1.42424242424e+14 1.8448515434e-09
1.44444444444e+14 1.83605860043e-09
1.46464646465e+14 1.82639561055e-09
1.48484848485e+14 1.8158983922e-09
1.50505050505e+14 1.80460262999e-09
1.52525252525e+14 1.79254381024e-09
1.54545454545e+14 1.77975716078e-09
1.56565656566e+14 1.76627759487e-09
1.58585858586e+14 1.7521396591e-09
1.60606060606e+14 1.73737748519e-09
1.62626262626e+14 1.72202474554e-09
1.64646464646e+14 1.70611461239e-09
1.66666666667e+14 1.68967972051e-09
1.68686868687e+14 1.67275213315e-09
1.70707070707e+14 1.65536331138e-09
1.72727272727e+14 1.63754408639e-09
1.74747474747e+14 1.6193246348e-09
1.76767676768e+14 1.60073445691e-09
1.78787878788e+14 1.5818023575e-09
1.80808080808e+14 1.56255642933e-09
1.82828282828e+14 1.54302403912e-09
1.84848484848e+14 1.52323181577e-09
1.86868686869e+14 1.50320564088e-09
1.88888888889e+14 1.48297064137e-09
1.90909090909e+14 1.46255118404e-09
1.92929292929e+14 1.44197087207e-09
1.94949494949e+14 1.4212525432e-09
1.9696969697e+14 1.40041826963e-09
1.9898989899e+14 1.37948935946e-09
2.0101010101e+14 1.35848635957e-09
2.0303030303e+14 1.33742905982e-09
2.05050505051e+14 1.31633649857e-09
2.07070707071e+14 1.29522696932e-09
2.09090909091e+14 1.27411802842e-09
2.11111111111e+14 1.25302650383e-09
2.13131313131e+14 1.23196850469e-09
2.15151515152e+14 1.21095943179e-09
2.17171717172e+14 1.1900139888e-09
2.19191919192e+14 1.16914619414e-09
2.21212121212e+14 1.14836939346e-09
2.23232323232e+14 1.12769627273e-09
2.25252525253e+14 1.10713887174e-09
2.27272727273e+14 1.08670859806e-09
2.29292929293e+14 1.06641624139e-09
2.31313131313e+14 1.04627198814e-09
2.33333333333e+14 1.02628543638e-09
2.35353535354e+14 1.00646561096e-09
2.37373737374e+14 9.86820978736e-10
2.39393939394e+14 9.67359464046e-10
2.41414141414e+14 9.48088464177e-10
2.43434343434e+14 9.2901486492e-10
2.45454545455e+14 9.10145056139e-10
2.47474747475e+14 8.91484947313e-10
2.49494949495e+14 8.73039983036e-10
2.51515151515e+14 8.54815158436e-10
2.53535353535e+14 8.36815034496e-10
2.55555555556e+14 8.19043753244e-10
2.57575757576e+14 8.01505052793e-10
2.59595959596e+14 7.84202282217e-10
2.61616161616e+14 7.6713841623e-10
2.63636363636e+14 7.50316069668e-10
2.65656565657e+14 7.33737511742e-10
2.67676767677e+14 7.17404680067e-10
2.69696969697e+14 7.0131919443e-10
2.71717171717e+14 6.85482370313e-10
2.73737373737e+14 6.69895232142e-10
2.75757575758e+14 6.54558526257e-10
2.77777777778e+14 6.39472733606e-10
2.79797979798e+14 6.24638082144e-10
2.81818181818e+14 6.10054558936e-10
2.83838383838e+14 5.95721921967e-10
2.85858585859e+14 5.81639711643e-10
2.87878787879e+14 5.67807261992e-10
2.89898989899e+14 5.54223711555e-10
2.91919191919e+14 5.4088801397e-10
2.93939393939e+14 5.27798948254e-10
2.9595959596e+14 5.14955128773e-10
2.9797979798e+14 5.02355014903e-10
3e+14 4.89996920394e-10
